name,county,notes,state,type,lon,lat,image,popularity,popularity_num,real_address
Makoshika State Park,Dawson county,,Montana,state_park,-104.7063288,47.089797,NA,NA,NA,NA
Marias River State Park,Toole county,,Montana,state_park,-110.7945052,48.1237407,NA,NA,NA,NA
Medicine Rocks State Park,Carter county,,Montana,state_park,-104.4571199,46.04591,NA,NA,NA,NA
Missouri Headwaters State Park,Gallatin county,,Montana,state_park,-111.5011936,45.9283578,NA,NA,NA,NA
North Shore State Park,Flathead county,,Montana,state_park,-114.1885704,47.9490246,NA,NA,NA,NA
Painted Rocks State Park,Ravalli county,,Montana,state_park,-114.302315,45.6803561,NA,NA,NA,NA
Pictograph Cave State Park,Yellowstone county,,Montana,state_park,-108.43111,45.737818,NA,NA,NA,NA
Pirogue Island State Park,Custer county,,Montana,state_park,-105.8181715,46.4403189,NA,NA,NA,NA
Placid Lake State Park,Powell county,,Montana,state_park,-113.502795,47.119785,NA,NA,NA,NA
Rosebud Battlefield State Park,Big Horn county,,Montana,state_park,-106.9977153,45.2229102,NA,NA,NA,NA
Salmon Lake State Park,Missoula county,,Montana,state_park,-113.3972,47.09151629999999,NA,NA,NA,NA
Sluice Boxes State Park,Cascade county,,Montana,state_park,-110.9500694,47.1671184,NA,NA,NA,NA
Smith River State Park,Meagher county,59-mile (95 km) segment of the river with only one public put-in and one public take-out for the entire stretch.,Montana,state_park,-111.182,46.803,NA,NA,NA,NA
Spring Meadow Lake State Park,Lewis county,,Montana,state_park,-112.0766007,46.6113559,NA,NA,NA,NA
Thompson Falls State Park,Sanders county,,Montana,state_park,-115.3896615,47.6179265,NA,NA,NA,NA
Tongue River Reservoir State Park,Big Horn county,,Montana,state_park,-106.7889683,45.104357,NA,NA,NA,NA
Tower Rock State Park,Cascade county,,Montana,state_park,-111.8101938,47.188617,NA,NA,NA,NA
Travelers' Rest State Park,Missoula county,,Montana,state_park,-114.090782,46.7556295,NA,NA,NA,NA
Wayfarers State Park,Lake county,Unit of Flathead Lake State Park,Montana,state_park,-114.0766598,48.0520874,NA,NA,NA,NA
West Shore State Park,Lake county,Unit of Flathead Lake State Park,Montana,state_park,-114.1885704,47.9490246,NA,NA,NA,NA
Whitefish Lake State Park,Flathead county,,Montana,state_park,-114.3711334,48.4249211,NA,NA,NA,NA
Wild Horse Island State Park,Lake county,Unit of Flathead Lake State Park,Montana,state_park,-114.2178591,47.8461144,NA,NA,NA,NA
Yellow Bay State Park,Lake county,Unit of Flathead Lake State Park,Montana,state_park,-114.0290933,47.8756676,NA,NA,NA,NA
Chadron State Park,Dawes county,Nebraska's oldest state park,Nebraska,state_park,-103.0090292,42.7080981,NA,NA,NA,NA
Eugene T. Mahoney State Park,Cass county,"Multiple recreational and meeting facilities, fronted by the Platte River",Nebraska,state_park,-96.3139126,41.0252917,NA,NA,NA,NA
Fort Robinson State Park,Dawes county,Former U.S. Army fort,Nebraska,state_park,-103.4689459,42.66932610000001,NA,NA,NA,NA
Indian Cave State Park,Nemaha county,Petroglyphs; restored village of St. Deroin,Nebraska,state_park,-95.57981009999999,40.2647961,NA,NA,NA,NA
Niobrara State Park,Knox county,Includes the historic Niobrara River railroad bridge,Nebraska,state_park,-98.065896,42.7529368,NA,NA,NA,NA
Platte River State Park,Cass county,"Modern observation towers, vintage cabins from earlier campgrounds",Nebraska,state_park,-96.2165278,40.9866693,NA,NA,NA,NA
Ponca State Park,Dixon county,On the banks of the Missouri River,Nebraska,state_park,-96.7193412,42.6051578,NA,NA,NA,NA
Smith Falls State Park,Cherry county,Nebraska's highest waterfall,Nebraska,state_park,-100.3184709,42.88975850000001,NA,NA,NA,NA
Park name,"County or
counties county",m,Nevada,state_park,-119.2481454,39.375319,NA,NA,NA,NA
Beaver Dam State Park,Lincoln county,Preserves a section of Beaver Dam Wash in eastern Nevada's most remote state park.,Nevada,state_park,-114.0707665,37.5163307,NA,NA,NA,NA
Berlin–Ichthyosaur State Park,Nye county,Preserves in situ ichthyosaur fossils and the ghost town of Berlin.,Nevada,state_park,-117.593607,38.8719809,NA,NA,NA,NA
Big Bend of the Colorado State Recreation Area,Clark county,Overlooks the Colorado River within the town limits of Laughlin.,Nevada,state_park,-114.6490287,35.104383,NA,NA,NA,NA
Cathedral Gorge State Park,Lincoln county,Showcases a gorge with soft bentonite walls eroded into dramatic spires.,Nevada,state_park,-114.4154551,37.82405079999999,NA,NA,NA,NA
Cave Lake State Park,White Pine county,Features a 32-acre (13 ha) reservoir in the northern Schell Creek Range.,Nevada,state_park,-114.6942529,39.1906289,NA,NA,NA,NA
Dayton State Park,Lyon county,Features a stretch of the Carson River and the site of an 1861 mill built to process silver ore from the Comstock Lode.,Nevada,state_park,-119.5876137,39.2490992,NA,NA,NA,NA
Echo Canyon State Park,Lincoln county,Adjoins a 65-acre (26 ha) reservoir.,Nevada,state_park,-114.267281,37.91101099999999,NA,NA,NA,NA
Elgin Schoolhouse State Historic Site,Lincoln county,Preserves a rural schoolhouse used from 1922–1967. Closed since 2008 due to unrepaired flood damage on Nevada State Route 317.,Nevada,state_park,-114.5345121,37.3524332,NA,NA,NA,NA
Fort Churchill State Historic Park,Lyon county,"Encompasses the ruins of a U.S. Army fort staffed 1860–1869, plus a waystation on the Pony Express and Central Overland Routes, and a corridor along the Carson River connecting to Lahontan State Recreation Area.",Nevada,state_park,-119.2676947,39.294404,NA,NA,NA,NA
Kershaw–Ryan State Park,Lincoln county,Features a verdant canyon first homesteaded in 1873.,Nevada,state_park,-114.521294,37.588864,NA,NA,NA,NA
Lahontan State Recreation Area,Churchill county,"Surrounds Lake Lahontan, a 10,000-acre (4,000 ha) reservoir on the Carson River.",Nevada,state_park,-119.2493173,39.3753962,NA,NA,NA,NA
Lake Tahoe – Nevada State Park,Carson City county,Comprises six units on the northeastern shore of Lake Tahoe and its backcountry.,Nevada,state_park,-119.9619541,39.2503311,NA,NA,NA,NA
Mormon Station State Historic Park,Douglas county,"Interprets Nevada's first permanent nonnative settlement, established in 1851 on the California Trail by Mormon pioneers.",Nevada,state_park,-119.8453177,39.0047139,NA,NA,NA,NA
Old Las Vegas Mormon Fort State Historic Park,Clark county,"Interprets a partially reconstructed fort built by Mormon missionaries in 1855, the first nonnative structure in what would become Las Vegas.",Nevada,state_park,-115.133551,36.1806609,NA,NA,NA,NA
Rye Patch State Recreation Area,Pershing county,"Adjoins the 11,000-acre (4,500 ha) Rye Patch Reservoir on the Humboldt River.",Nevada,state_park,-118.3079186,40.4667806,NA,NA,NA,NA
South Fork State Recreation Area,Elko county,"Surrounds the 1,650-acre (670 ha) South Fork Reservoir on the South Fork Humboldt River.",Nevada,state_park,-115.7388639,40.6572015,NA,NA,NA,NA
Spring Mountain Ranch State Park,Clark county,Preserves the historic Sandstone Ranch established in 1876.,Nevada,state_park,-115.4533769,36.0699092,NA,NA,NA,NA
Spring Valley State Park,Lincoln county,Adjoins the 65-acre (26 ha) Eagle Valley Reservoir.,Nevada,state_park,-114.1781252,38.045268,NA,NA,NA,NA
Valley of Fire State Park,Clark county,Showcases red sandstone formations in Nevada's oldest and largest state park.,Nevada,state_park,-114.5313116,36.4855234,NA,NA,NA,NA
Van Sickle Bi-State Park,Douglas county,"Managed by the Nevada Division of State Parks in conjunction with the California Tahoe Conservancy; 575 acres lie within Nevada while 150 are within El Dorado County, California.",Nevada,state_park,-119.914189,38.9564867,NA,NA,NA,NA
Ward Charcoal Ovens State Historic Park,White Pine county,Preserves six 30-foot-high (9.1 m) charcoal ovens used from 1876–1879 to produce fuel for smelting silver ore.,Nevada,state_park,-114.8472976,39.0368996,NA,NA,NA,NA
Washoe Lake State Park,Washoe county,"Provides recreation opportunities on Washoe Lake, between Carson City and Reno.",Nevada,state_park,-119.7638924,39.2419952,NA,NA,NA,NA
Wild Horse State Recreation Area,Elko county,"Provides water recreation on the northeast shore of 2,830-acre (1,150 ha) Wild Horse Reservoir on the Owyhee River.",Nevada,state_park,-115.8004151,41.670475,NA,NA,NA,NA
Ahern State Park,,NA,New Hampshire,state_park,-71.4973031,43.555438,NA,NA,NA,NA
Androscoggin Wayside Park,Coös county,NA,New Hampshire,state_park,-71.1792206,44.742265,NA,NA,NA,NA
Annett Wayside Park,Cheshire county,NA,New Hampshire,state_park,-71.9668082,42.7809597,NA,NA,NA,NA
Bear Brook State Park,Merrimack county,NA,New Hampshire,state_park,-71.3715177,43.11769839999999,NA,NA,NA,NA
Beaver Brook Falls Wayside,Coös county,NA,New Hampshire,state_park,-71.46286719999999,44.9191042,NA,NA,NA,NA
Bedell Bridge State Historic Site,Grafton county,NA,New Hampshire,state_park,-72.0692502,44.0454099,NA,NA,NA,NA
Cardigan Mountain State Park,Grafton county,NA,New Hampshire,state_park,-71.9148048,43.6497949,NA,NA,NA,NA
Chesterfield Gorge Natural Area,Cheshire county,NA,New Hampshire,state_park,-72.41165289999999,42.91430949999999,NA,NA,NA,NA
Clough State Park,Hillsborough county,NA,New Hampshire,state_park,-71.65885209999999,43.0978719,NA,NA,NA,NA
Coleman State Park,Coös county,NA,New Hampshire,state_park,-71.32962599999999,44.93920199999999,NA,NA,NA,NA
Crawford Notch State Park,Carroll county,NA,New Hampshire,state_park,-71.3913492,44.1758718,NA,NA,NA,NA
Daniel Webster Birthplace State Historic Site,Merrimack county,NA,New Hampshire,state_park,-71.6971525,43.41416419999999,NA,NA,NA,NA
Deer Mountain Campground,Coös county,NA,New Hampshire,state_park,-71.3087805,45.08597959999999,NA,NA,NA,NA
Dixville Notch State Park,Coös county,NA,New Hampshire,state_park,-71.29464639999999,44.8648643,NA,NA,NA,NA
Echo Lake State Park,Carroll county,NA,New Hampshire,state_park,-71.1570168,44.0527555,NA,NA,NA,NA
Eisenhower Memorial Wayside Park,Coös county,NA,New Hampshire,state_park,-71.6311841,44.27256020000001,NA,NA,NA,NA
Ellacoya State Park,Belknap county,NA,New Hampshire,state_park,-71.35548969999999,43.5734267,NA,NA,NA,NA
Endicott Rock State Historic Site,Belknap county,NA,New Hampshire,state_park,-71.4561737,43.6049358,NA,NA,NA,NA
Forest Lake State Park,Coös county,NA,New Hampshire,state_park,-71.6912928,44.36129709999999,NA,NA,NA,NA
Fort Constitution State Historic Site,Rockingham county,NA,New Hampshire,state_park,-70.7100167,43.0714962,NA,NA,NA,NA
Fort Stark State Historic Site,Rockingham county,NA,New Hampshire,state_park,-70.7127581,43.0576032,NA,NA,NA,NA
Franconia Notch State Park,Grafton county,NA,New Hampshire,state_park,-71.6861271,44.1482539,NA,NA,NA,NA
Franklin Pierce Homestead State Historic Site,Hillsborough county,NA,New Hampshire,state_park,-71.94976299999999,43.116021,NA,NA,NA,NA
Gardner Memorial Wayside Park,Sullivan county,NA,New Hampshire,state_park,-71.9756405,43.48306240000001,NA,NA,NA,NA
Governor Wentworth Historic Site,Carroll county,NA,New Hampshire,state_park,-71.126442,43.6007218,NA,NA,NA,NA
Greenfield State Park,Hillsborough county,NA,New Hampshire,state_park,-71.8926748,42.9527718,NA,NA,NA,NA
Hampton Beach State Park,Rockingham county,NA,New Hampshire,state_park,-70.8125759,42.8986941,NA,NA,NA,NA
Hannah Duston Memorial State Historic Site,Merrimack county,NA,New Hampshire,state_park,-71.5906153,43.2881029,NA,NA,NA,NA
Jenness State Beach,Rockingham county,NA,New Hampshire,state_park,-70.7624859,42.985516,NA,NA,NA,NA
Jericho Mountain State Park,Coös county,NA,New Hampshire,state_park,-71.2474295,44.4993401,NA,NA,NA,NA
Kingston State Park,Rockingham county,NA,New Hampshire,state_park,-71.05485999999999,42.92889659999999,NA,NA,NA,NA
Lake Francis State Park,Coös county,NA,New Hampshire,state_park,-71.3049029,45.06555789999999,NA,NA,NA,NA
Lake Tarleton State Park,Grafton county,NA,New Hampshire,state_park,-71.97583879999999,43.983403,NA,NA,NA,NA
Madison Boulder Natural Area,Carroll county,NA,New Hampshire,state_park,-71.1583102,43.9295432,NA,NA,NA,NA
Milan Hill State Park,Coös county,NA,New Hampshire,state_park,-71.2241877,44.5700213,NA,NA,NA,NA
Miller State Park,Hillsborough county,NA,New Hampshire,state_park,-71.88474649999999,42.8557384,NA,NA,NA,NA
Mollidgewock State Park,Coös county,NA,New Hampshire,state_park,-71.1451328,44.7388126,NA,NA,NA,NA
Monadnock State Park,Cheshire county,NA,New Hampshire,state_park,-72.1022608,42.8623519,NA,NA,NA,NA
Moose Brook State Park,Coös county,NA,New Hampshire,state_park,-71.225008,44.3993175,NA,NA,NA,NA
Mount Sunapee State Park,Merrimack county,NA,New Hampshire,state_park,-72.061758,43.342902,NA,NA,NA,NA
Mount Washington State Park,Coös county,NA,New Hampshire,state_park,-71.3035118,44.269637,NA,NA,NA,NA
Nansen Wayside Park,Coös county,NA,New Hampshire,state_park,-71.16444419999999,44.5306763,NA,NA,NA,NA
North Hampton State Beach,Rockingham county,NA,New Hampshire,state_park,-70.78133439999999,42.9554568,NA,NA,NA,NA
Northwood Meadows State Park,Rockingham county,NA,New Hampshire,state_park,-71.1979083,43.2132842,NA,NA,NA,NA
Odiorne Point State Park,Rockingham county,NA,New Hampshire,state_park,-70.7201942,43.0485729,NA,NA,NA,NA
Pawtuckaway State Park,Rockingham county,NA,New Hampshire,state_park,-71.1714557,43.0773127,NA,NA,NA,NA
Pillsbury State Park,Sullivan county,NA,New Hampshire,state_park,-72.1001434,43.2287009,NA,NA,NA,NA
Pisgah State Park,Cheshire county,NA,New Hampshire,state_park,-72.40893129999999,42.8274131,NA,NA,NA,NA
Plummer's Ledge Natural Area,Grafton county,NA,New Hampshire,state_park,-71.8818284,43.8375632,NA,NA,NA,NA
Rhododendron State Park,Cheshire county,NA,New Hampshire,state_park,-72.1904807,42.7827247,NA,NA,NA,NA
Robert Frost Farm State Historic Site,Rockingham county,NA,New Hampshire,state_park,-71.2950195,42.87155569999999,NA,NA,NA,NA
Rollins State Park,Merrimack county,NA,New Hampshire,state_park,-71.8486011,43.3472145,NA,NA,NA,NA
Rye Harbor State Park,Rockingham county,NA,New Hampshire,state_park,-70.74455019999999,43.0017127,NA,NA,NA,NA
Sculptured Rocks Natural Area,Grafton county,NA,New Hampshire,state_park,-71.8598556,43.7109516,NA,NA,NA,NA
Silver Lake State Park,Hillsborough county,NA,New Hampshire,state_park,-71.5957372,42.7611011,NA,NA,NA,NA
Taylor Mill State Historic Site,Rockingham county,NA,New Hampshire,state_park,-71.2392488,42.8756251,NA,NA,NA,NA
Umbagog Lake State Park,Coös county,NA,New Hampshire,state_park,-71.0553766,44.70229140000001,NA,NA,NA,NA
Wadleigh State Park,Merrimack county,NA,New Hampshire,state_park,-71.9815242,43.3595968,NA,NA,NA,NA
Wallis Sands State Beach,Rockingham county,NA,New Hampshire,state_park,-70.72887159999999,43.0279166,NA,NA,NA,NA
Weeks State Park,Coös county,NA,New Hampshire,state_park,-71.56832279999999,44.4550057,NA,NA,NA,NA
Wellington State Park,Grafton county,NA,New Hampshire,state_park,-71.7821188,43.6408812,NA,NA,NA,NA
Wentworth State Park,Carroll county,NA,New Hampshire,state_park,-71.147695,43.6125861,NA,NA,NA,NA
Wentworth–Coolidge Mansion State Historic Site,Rockingham county,NA,New Hampshire,state_park,-70.73944589999999,43.0618795,NA,NA,NA,NA
White Island State Historic Site,Rockingham county,NA,New Hampshire,state_park,-70.62338,42.96723,NA,NA,NA,NA
White Lake State Park,Carroll county,NA,New Hampshire,state_park,-71.2087454,43.8358804,NA,NA,NA,NA
Winslow State Park,Merrimack county,NA,New Hampshire,state_park,-71.8680361,43.3900117,NA,NA,NA,NA
Allaire State Park,Howell county,"Features restored nineteenth-century ironworks, Allaire Village; ecosystem and geography of New Jersey's coastal plains region and Manasquan River floodplain—habitat for over 200 species of wildflowers, trees and plants, and birds; includes high-iron and acidic podzolic soils and bog iron deposits. Hosts the Pine Creek Railroad, an excursion rail line operated by the New Jersey Museum of Transportation.",New Jersey,state_park,-74.1324377,40.1602263,NA,NA,NA,NA
Allamuchy Mountain State Park,Green county,"Located along Allamuchy Mountain and Musconetcong River, features 2,440-acre (9.9 km2) Allamuchy Natural Area of mature mixed oak-hardwood forests, natural fields; 14 miles of marked and 20 miles of unmarked trails including Sussex Branch Trail and Highlands Trail; Waterloo Village a restored eighteenth- and nineteenth-century village associated with the iron industry and Morris Canal.",New Jersey,state_park,-74.7478008,40.9305886,NA,NA,NA,NA
Barnegat Lighthouse State Park,At the northern tip of Long Beach Island in Ocean County39°45′46.91″N 74°06′28.74″W﻿ / ﻿39.7630306°N 74.1079833°W﻿ / 39.7630306 county,"The site of Barnegat Lighthouse (1859); offers marine birdwatching and saltwater fishing, located along on New Jersey Coastal Heritage Trail Route.",New Jersey,state_park,-74.1063824,39.7632135,NA,NA,NA,NA
Cape May Point State Park,Lower Township in Cape May County38°56′05″N 74°57′33″W﻿ / ﻿38.934810°N 74.959202°W﻿ / 38.934810 county,The site of Cape May Lighthouse (1859); premier location in North America for observing fall bird migration to the south.,New Jersey,state_park,-74.96102139999999,38.9329209,NA,NA,NA,NA
Capital State Park,Trenton in Mercer county,"Park currently being developed, includes buildings and areas of Trenton's capitol complex, waterfront areas along Delaware River and Assunpink Creek; celebrate Trenton’s Native American, Colonial, Revolutionary War, ethnic, and industrial heritage",New Jersey,state_park,-73.9400787,40.8033856,NA,NA,NA,NA
Cheesequake State Park,Old Bridge Township in Middlesex County40°26′5.118″N 74°15′49.2372″W﻿ / ﻿40.43475500°N 74.263677000°W﻿ / 40.43475500 county,"Transitional zone between two different ecosystems featuring open fields, saltwater and freshwater marshes, Pine Barrens white cedar swamp, and northeastern hardwood forest.",New Jersey,state_park,-74.2657583,40.4377561,NA,NA,NA,NA
Corson's Inlet State Park,Corson's Inlet between Ocean City county,"One of the last undeveloped tracts along the state’s oceanfront; features primary and secondary sand dune systems, shoreline overwash, marine estuaries; migratory and residential wildlife species; hiking, fishing, crabbing, boating and sunbathing.",New Jersey,state_park,-74.6438383,39.2158381,NA,NA,NA,NA
Delaware and Raritan Canal State Park,Over 60 linear miles through Central New Jersey in Middlesex county,"Delaware and Raritan Canal mileage including the 36-mile (58 km) main canal between New Brunswick and Trenton and 22-mile (35 km) feeder canal between Trenton and Frenchtown; many historic structures including buildings, locks, spillways, and towpath; described as ""the longest (and narrowest) recreation area in the state. A greenway that snakes through one of the most heavily populated regions in the world.""",New Jersey,state_park,-74.615222,40.36845,NA,NA,NA,NA
Double Trouble State Park,Lacey county,"Provides ""a window into the Pine Barrens history"" and region's ecosystem; preserved historic village associated with New Jersey cranberry agriculture and Atlantic White Cedar logging and milling industries.",New Jersey,state_park,-74.22106,39.8979633,NA,NA,NA,NA
Edison State Park,Menlo Park county,The site consists of a two-room museum with interpretative and interactive exhibits about Thomas A. Edison's Menlo Park laboratory and the Edison Memorial Tower,New Jersey,state_park,-74.3404183,40.5620002,NA,NA,NA,NA
Farny State Park,Rockaway Township in Morris County40°57′44.82″N 74°27′28.81″W﻿ / ﻿40.9624500°N 74.4580028°W﻿ / 40.9624500 county,"Adjacent to Split Rock Reservoir; features mature mixed oak hardwood forest, swamps, and streams characteristic of the Highlands physiographic province; provides habitat for the endangered red-shouldered hawk and threatened barred owl.",New Jersey,state_park,-74.4467007,41.0024828,NA,NA,NA,NA
Fort Mott State Park,Pennsville Township in Salem County39°36′24″N 75°33′06″W﻿ / ﻿39.6066°N 75.5516°W﻿ / 39.6066 county,Coastal defense battery built 1872–1902 to protect the Delaware River and Philadelphia after the American Civil War. Troops were stationed at site from 1897 to 1922.,New Jersey,state_park,-75.5508639,39.604828,NA,NA,NA,NA
Hacklebarney State Park,Long Valley county,"The glacial valley and gorge of the Black River; features the rock strewn landscape of the glacial moraine from the Wisconsinan glaciation; features three endangered species: American ginseng, leatherwood and Virginia pennywort",New Jersey,state_park,-74.728034,40.7451595,NA,NA,NA,NA
High Point State Park,Montague Township county,"Donated by Colonel Anthony R. Kuser and wife Susie Dryden Kuser; landscaping designed by the Olmsted Brothers of Boston, sons of Frederick Law Olmsted, designer of New York City's Central Park. Features the highest elevation in New Jersey, High Point, a 1,803-foot (550 m) prominence of Kittatinny Mountain marked by a 220-foot (67 m) granite obelisk erected as veterans memorial.",New Jersey,state_park,-74.67112039999999,41.3056209,NA,NA,NA,NA
Hopatcong State Park,Landing county,"Two separate parcels of land, one on the southwestern shore of state's largest freshwater lake, Lake Hopatcong, another on Lake Musconetcong; the park features remnants of the Morris Canal and Lake Hopatcong Historical Museum.",New Jersey,state_park,-74.6639977,40.9162612,NA,NA,NA,NA
Island Beach State Park,Former borough of Island Beach county,"Island Beach is a narrow 10-mile (16 km) barrier island between Atlantic Ocean and Barnegat Bay featuring untouched primary dunes, thicket, freshwater wetlands, maritime forest and tidal marshes; also New Jersey's largest osprey colony, peregrine falcons, wading birds, shorebirds, waterfowl, and migrating songbirds.",New Jersey,state_park,-74.0975678,39.7974811,NA,NA,NA,NA
Kittatinny Valley State Park,Andover Borough county,"Features glacial lakes and limestone outcroppings at the headwaters of the Pequest River; part of the Sussex Branch Trail passes through park; site of the Aeroflex–Andover Airport, a New Jersey Forest Fire Service airbase for aerial wildfire suppression.",New Jersey,state_park,-74.7439844,41.0163409,NA,NA,NA,NA
Liberty State Park,Jersey City in Hudson County40°42′15″N 74°02′57″W﻿ / ﻿40.70417°N 74.04917°W﻿ / 40.70417 county,"Created to commemorate country's bicentennial celebration, features Central Railroad of New Jersey Terminal (CRRNJ); sweeping view of the Hudson River and Manhattan skyline; Liberty Science Center; ""Empty Sky"" Memorial for the September 11 terrorist attacks; ferry service to Ellis Island and the Statue of Liberty.",New Jersey,state_park,-74.0544273,40.703332,NA,NA,NA,NA
Long Pond Ironworks State Park,Hewitt county,"Features Monksville Reservoir and ruins of Long Pond Ironworks, an eighteenth- and nineteenth-century ironworking community (1766–1882) along the Wanaque River.",New Jersey,state_park,-74.3062877,41.1331266,NA,NA,NA,NA
Monmouth Battlefield State Park,Manalapan county,"Site of the June 28, 1778 Battle of Monmouth during the American Revolution. George Washington and Continental Army attacked the rear of a British Army column commanded by Lieutenant General Sir Henry Clinton; features interpretative center, annual reenactment battle held in June, the Craig House (1746), the Rhea-Applegate house (1745), and a pick-your-own fruit orchard.",New Jersey,state_park,-74.3112658,40.26312100000001,NA,NA,NA,NA
Parvin State Park,Pittsgrove Township in Salem County39°30′42″N 75°08′18″W﻿ / ﻿39.511803°N 75.138204°W﻿ / 39.511803 county,"Features Pine Barrens swamp hardwood and pine forest ecosystem along Muddy Run (Maurice River tributary). Features over 200 flowering plant species including blossoming dogwood, laurel, holly, magnolia, wild azalea. Historically, the home of a CCC camp (1933–1941), summer displacement camp for Japanese-American children during World War II; prisoner-of-war camp for German soldiers, and housing for Kalmyk refugees who escaped Eastern Europe and the USSR in 1952.",New Jersey,state_park,-75.12930209999999,39.5085468,NA,NA,NA,NA
Pigeon Swamp State Park,South Brunswick Township in Middlesex County40°23′13″N 74°28′26″W﻿ / ﻿40.38689°N 74.47383°W﻿ / 40.38689 county,"Located in the watershed of Lawrence Brook, an undeveloped park featuring open ponds and hardwood forests that were a major nesting site for the now-extinct passenger pigeon.",New Jersey,state_park,-74.483335,40.3847324,NA,NA,NA,NA
Princeton Battlefield State Park,Princeton Borough in Mercer County40°19′45″N 74°40′36″W﻿ / ﻿40.32917°N 74.67667°W﻿ / 40.32917 county,"Site of the Battle of Princeton fought between British and American on January 3, 1777—an victory that proved decisive in restoring American morale during American Revolution. Includes the Clarke House where General Hugh Mercer died from his wounds nine days later despite the efforts of Dr Benjamin Rush.",New Jersey,state_park,-74.6758103,40.3319305,NA,NA,NA,NA
Rancocas State Park,Westampton Township in Burlington County40°00′27.13″N 74°49′59.59″W﻿ / ﻿40.0075361°N 74.8332194°W﻿ / 40.0075361 county,Located along the North Branch of the Rancocas Creek and an extensive freshwater tidal marsh.,New Jersey,state_park,-74.84194049999999,39.9946406,NA,NA,NA,NA
Ringwood State Park,Ringwood in Passaic County41°07′05″N 74°13′59″W﻿ / ﻿41.118°N 74.233°W﻿ / 41.118 county,"Located on Ramapo Mountain, features historic Ringwood Manor, New Jersey Botanical Garden at Skylands Manor, and Shepherd Lake Recreation Area.",New Jersey,state_park,-74.254953,41.1390712,NA,NA,NA,NA
Stephens State Park,near Hackettstown in Warren county,"Located along Musconetcong River, features remnants of one of 23 locks and section of towpath of the Morris Canal. Highlands Trail runs through the park.",New Jersey,state_park,-74.8102225,40.8688382,NA,NA,NA,NA
Swartswood State Park,Stillwater Township county,"New Jersey's first state park. The focus of the park was a place for recreation at the state's third-largest freshwater lake, Swartswood Lake (a glacial lake).",New Jersey,state_park,-74.8153023,41.0760397,NA,NA,NA,NA
Voorhees State Park,Glen Gardner Borough county,"Former New Jersey governor Foster M. Voorhees created the park with donation of his 325-acre (1.32 km2) farm; scenic views of Round Valley Reservoir and Spruce Run Reservoir; an observatory and astronomy education center, operated by the New Jersey Astronomical Association, offers the largest working telescope accessible to the public in the state—a 26-inch Cassegrain reflector.",New Jersey,state_park,-74.89603079999999,40.6840449,NA,NA,NA,NA
Washington Crossing State Park,Washington Crossing county,"Commemorates site where General George Washington and Continental Army crossed the ice-clogged Delaware River on December 25, 1776, before the Battle of Trenton and Battle of Princeton during the American Revolution.",New Jersey,state_park,-74.8622644,40.3014284,NA,NA,NA,NA
Washington Rock State Park,Green Brook Township county,Site of a lookout used by George Washington in 1777 monitor British troop movements around New York City and northern New Jersey when the Continental Army was stationed at the Middlebrook encampment.,New Jersey,state_park,-74.4724023,40.6127532,NA,NA,NA,NA
Wawayanda State Park,Vernon Township in Sussex county,"Wawayanda offers 60 miles (97 km) of trails including a 20-mile (32 km) segment of the Appalachian Trail. Features 1,325-acre (5.36 km2) Bearfort Mountain Natural Area, 399-acre (1.61 km2) Wawayanda Hemlock Ravine Natural Area (399 acres), and 2,167-acre (8.77 km2) Wawayanda Swamp Natural Area",New Jersey,state_park,-74.4321489,41.19385949999999,NA,NA,NA,NA
Park name,County county,m,New Mexico,state_park,-107.9740553,32.5880778,NA,NA,NA,NA
Bluewater Lake State Park,Cibola county,"Encircles a 1,200-acre (490 ha) reservoir in the Zuni Mountains.[6]",New Mexico,state_park,-108.0864078,35.2871859,NA,NA,NA,NA
Bottomless Lakes State Park,Chaves county,Encompasses eight cenotes whose greenish-blue water disguises their true depth.[7],New Mexico,state_park,-104.3312488,33.3156019,NA,NA,NA,NA
Brantley Lake State Park,Eddy county,"Features New Mexico's southernmost lake, a 4,000-acre (1,600 ha) reservoir on the Pecos River.[8]",New Mexico,state_park,-104.383889,32.551389,NA,NA,NA,NA
Caballo Lake State Park,Sierra county,"Surrounds Caballo Lake, a 11,500-acre (4,700 ha) reservoir on the Rio Grande.[9]",New Mexico,state_park,-107.286944,32.996389,NA,NA,NA,NA
Cerrillos Hills State Park,Santa Fe county,"Provides day-use recreation amidst 1,100 years of mining history.[10]",New Mexico,state_park,-106.122426,35.44465,NA,NA,NA,NA
Cimarron Canyon State Park,Colfax county,Showcases the canyon of the Cimarron River and the Palisades Sill formation.[11],New Mexico,state_park,-105.1647756,36.531968,NA,NA,NA,NA
City of Rocks State Park,Grant county,"Features rock formations eroded out of 35-million-year-old volcanic ash, and a public observatory.[12]",New Mexico,state_park,-107.9740553,32.5880778,NA,NA,NA,NA
Clayton Lake State Park,Union county,Features a 170-acre (69 ha) reservoir and an extensive fossil trackway of dinosaur footprints.[13],New Mexico,state_park,-103.3054732,36.57630049999999,NA,NA,NA,NA
Conchas Lake State Park,San Miguel county,"Adjoins a 16,400-acre (6,600 ha) reservoir on the Canadian River.[15]",New Mexico,state_park,-104.1849803,35.4300435,NA,NA,NA,NA
Coyote Creek State Park,Mora county,Boasts the most densely stocked trout stream in New Mexico.[16],New Mexico,state_park,-105.2334021,36.1747468,NA,NA,NA,NA
